run_name,trait,model,r2_mean,r2_std,pearson_mean,pearson_std,rmse_mean,rmse_std,n_folds,r2_cv,pearson_cv,rmse_cv
11_pca50_svr_-_estructura_unificada_+_nested_cv_5x3,ramularia_collo_cygni,svr_linear,-0.009287348503822596,0.1400807301081657,0.31849581999750914,0.07254181840130028,1.1222737520502712,0.09297697496989737,5,15.0829625969683,0.22776380048525474,0.08284696563564693
10_pca20_svr_-_estructura_unificada_+_nested_cv_5x3,ramularia_collo_cygni,svr_linear,-0.05377911156334224,0.3152129666442674,0.3395107026436711,0.06772394258312447,1.1405815660967715,0.17811236218765267,5,5.861252770473952,0.19947513305406228,0.15615925022984362
45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,rhynchosporium,ridge,0.03831313957983862,0.0232187311820208,0.23497554992270303,0.06861162641005314,0.8856066045807586,0.14480692220702565,5,0.606025281056296,0.29199474767746453,0.16351156535872546
45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3,rhynchosporium,ridge,0.03527971099814656,0.044058412195245596,0.23587819369981214,0.09055731427216406,0.8857816853036381,0.13794318675258554,5,1.2488314373539011,0.38391558308866336,0.15573045711065908
45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3,rhynchosporium,elasticnet,0.031376710489838276,0.05045308033744947,0.22775558211262079,0.09869784725027261,0.8871474230634104,0.13572229094446,5,1.6079786424325553,0.4333498495833503,0.1529873022409253
45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,rhynchosporium,elasticnet,0.027320971055474274,0.03535989123558489,0.21501416969228235,0.09160188753764882,0.8901193720225754,0.1428690960374893,5,1.2942399142324725,0.426027213316894,0.16050554625370608
40_pca20_ensemble_-_estructura_unificada_+_nested_cv_5x3,rhynchosporium,gradient_boosting,0.021526911492981842,0.05471730073810778,0.2082525409628488,0.09005810387716187,0.8918319720581774,0.13735146064611625,5,2.5418091562250624,0.4324466028639131,0.15401046940393423
40_pca50_ensemble_-_estructura_unificada_+_nested_cv_5x3,rhynchosporium,gradient_boosting,0.02030083874191972,0.05422806236913951,0.212894310938482,0.10093919838507388,0.8938460099227494,0.14968984186932077,5,2.6712227538245794,0.47412820915745985,0.16746714781694635
11_pca50_svr_-_estructura_unificada_+_nested_cv_5x3,rhynchosporium,svr_linear,0.017734222400922962,0.053150772058943606,0.20023623879317806,0.08401968009434421,0.8939777639743932,0.14171607665732242,5,2.9970737288248634,0.419602768213836,0.15852304427270036
40_pca50_ensemble_-_estructura_unificada_+_nested_cv_5x3,rhynchosporium,random_forest,0.015582626400605537,0.06912473763310588,0.23769954081150865,0.0734553275411613,0.8951661527914643,0.14648406300266,5,4.436013278892428,0.3090259547426304,0.1636389652869109
10_pca20_svr_-_estructura_unificada_+_nested_cv_5x3,rhynchosporium,svr_linear,0.012930315207399262,0.03489641423688161,0.1723449369660583,0.08801909944310508,0.8959498586835297,0.13815389297840505,5,2.6988061526073577,0.5107147386664431,0.15419824183174988
11_pca50_svr_-_estructura_unificada_+_nested_cv_5x3,rhynchosporium,svr_rbf,0.00810589573726992,0.04811118618402372,0.21777139933801423,0.08045344105586165,0.8991891606636362,0.14955616889508905,5,5.935332471994964,0.3694398865067938,0.16632336713746732
10_pca20_svr_-_estructura_unificada_+_nested_cv_5x3,rhynchosporium,svr_rbf,0.00768737532338048,0.034840649407157864,0.17238902624081998,0.05432761681179338,0.8980359359959091,0.13537562383456794,5,4.532190499557512,0.3151454474596316,0.15074633253338385
40_pca20_ensemble_-_estructura_unificada_+_nested_cv_5x3,rhynchosporium,random_forest,0.006745517332314761,0.0866374915162893,0.2294263799871751,0.07483115602490022,0.8979525520308933,0.13933096423069474,5,12.843713424506046,0.32616631108019606,0.15516517427961068
45_pca20_blocks_-_estructura_unificada_+_nested_cv_5x3,rhynchosporium,xgboost,-0.016551944485201822,0.07806400856261198,0.20136195364912818,0.059295014767618275,0.9093953660327152,0.14583083187703308,5,4.716304397492674,0.29446980272618645,0.16036021000769743
45_pca50_blocks_-_estructura_unificada_+_nested_cv_5x3,rhynchosporium,xgboost,-0.019933990278693837,0.038875479755835746,0.20884529426873638,0.03848673159125618,0.9111442034899824,0.14408112268392362,5,1.9502106308031688,0.1842834511834033,0.15813207408009125
21_pca50_tree_-_estructura_unificada_+_nested_cv_5x3,rhynchosporium,decision_tree,-0.020250903794047842,0.04035545203866136,0.1257736133588706,0.08190106348704858,0.9123858192133081,0.1521010537292968,5,1.9927728880190847,0.6511784252660355,0.1667069462570602
40_pca50_ensemble_-_estructura_unificada_+_nested_cv_5x3,rhynchosporium,adaboost,-0.026766620585285276,0.07792113410281239,0.17488651141942335,0.06910228769640722,0.9115100817403142,0.12770682498273178,5,2.9111308188695615,0.39512645735543295,0.14010467633984433
20_pca20_tree_-_estructura_unificada_+_nested_cv_5x3,rhynchosporium,decision_tree,-0.055431947482935416,0.09792136896314309,0.10351532850484016,0.08314850488983225,0.9240154341970708,0.12971050965360534,5,1.7665150406863828,0.8032482347379538,0.14037699464004963
40_pca20_ensemble_-_estructura_unificada_+_nested_cv_5x3,rhynchosporium,adaboost,-0.07683397084944556,0.1461667473945226,0.18040815854830872,0.09415988034358792,0.9291711503561793,0.11078445496347442,5,1.90237138310778,0.5219269522025208,0.11922933134655268
